current,torque
1.677255281033886547e+01,1.406564405621992364e+01
8.765990067807322816e+00,9.314614141272926418e+00
9.129676276784822520e+00,8.906819446024009324e+00
5.954433190473862325e-01,6.277169805795173030e-01
1.267901869284557392e+01,1.202245676948606956e+01
1.903559042002947521e+01,1.606628953433316909e+01
1.772600809991742299e-01,-4.780396495884725039e-01
6.034917777157207119e+00,6.295749185812833382e+00
1.054932071746660505e+01,1.011122221424894008e+01
5.412205505810515405e+00,5.681949437850208007e+00
2.514637535605791285e+01,1.858186781885877537e+01
9.507496794999321210e+00,8.987196445047725746e+00
1.182096262030110445e+01,1.069899122060858332e+01
1.509426550267619760e+01,1.320627748548506020e+01
9.198906856263905141e+00,9.399764265888745030e+00
1.752406038237785069e+01,1.257870553967171290e+01
2.276957516238973245e+00,2.574711475486763934e+00
2.103112403693882015e+01,1.235130333892763943e+01
1.618020596008533474e+01,1.378073530510385325e+01
1.721423125820910727e+01,1.346412656886470671e+01
6.102358837434604055e+00,6.280224664329117523e+00
4.454254818419367545e-01,6.519329218898088918e-01
1.385823487331993853e+01,1.237496954578744557e+01
3.686432200515816771e+00,3.976117334927859570e+00
1.954505176970588565e+01,1.562208962267321155e+01
1.221941119288796251e+01,1.097141231650966908e+01
2.218611332524325164e+01,1.688845571576511162e+01
1.839728753596675759e+01,1.512063931945005635e+01
2.602505470774763907e+01,1.640590114594548155e+01
2.729601887198446519e+01,1.841148112428404460e+01
3.988985577887352640e+00,4.292523133024024773e+00
2.961389608105298876e+01,1.896312698567315991e+01
2.359401994291246396e+01,1.741271258516883336e+01
1.958899016495342948e+01,1.721341730218768973e+01
1.634546958568179065e+01,1.388665553866237623e+01
1.721362070831888857e+01,1.438797648157217779e+01
6.988813987414018492e+00,7.046606260269307143e+00
2.307572482592496144e+01,1.711405171891708221e+01
8.453312533050720390e+00,8.297640345710391330e+00
2.488760934879991638e+01,1.771363883776616532e+01
2.881272789323704586e+01,1.866141132517082468e+01
7.988979036182543680e+00,9.131489212982788928e+00
4.777838435185496557e+00,4.992322171397030495e+00
1.392063963875115462e+01,1.046425907753684292e+01
2.149273591789252080e+01,1.653473469797246409e+01
1.753175271695834425e+01,1.453596878913115908e+01
2.994653745019418167e+01,1.850193086806949694e+01
1.137275291103926023e+01,1.075963641420644556e+01
1.409820123379299517e+01,1.242291646986646647e+01
4.372967753942723412e+00,4.519059622365803719e+00
1.833336281787720523e+01,1.483259376018651388e+01
2.155158157808489605e+01,1.672094278000309586e+01
1.149666467575511142e+01,1.072282047524153725e+01
1.652625622618740309e+01,1.409966446088847292e+01
1.496967340456840034e+01,1.327684624804981617e+01
1.883456977897571827e+00,2.284171131178768910e+00
1.849482239643349146e+01,1.516986513941945880e+01
4.871704078417478101e+00,4.889355873789243745e+00
2.396317100356471386e+01,1.753145188620582218e+01
2.942282309487116265e+01,2.079781979077396059e+01
2.858098368728101946e+01,1.885281272497447702e+01
6.234509412037065879e+00,6.516106523354928903e+00
1.228822045739257085e+01,1.123407209488497216e+01
1.462358541492555375e+01,1.331949935998755841e+01
6.427346757051147996e+00,6.499875892488172546e+00
2.620890106164365463e+01,1.821450808670996580e+01
7.543930377314824298e+00,7.589179290838029779e+00
1.995048077390206842e+01,1.634855662018342670e+01
1.065966984023662256e+01,1.009540138988029589e+01
1.861785110901576346e+01,1.423933472066164008e+01
5.900916393216080635e+00,6.082448843481008005e+00
1.225942878228690880e+01,1.123270869737814692e+01
2.620029837464022648e+01,1.418148676916849737e+01
2.571817072551489503e+01,1.809420506915523319e+01
2.153556745242347858e+00,2.436358379259900619e+00
5.122102607458492329e+00,5.300819894850212322e+00
2.461354360997572144e+01,1.932752414700756560e+01
2.527444326993601464e+01,1.785295902659275669e+01
1.383515547877028595e+01,1.227188126086208619e+01
1.911975216121058452e+01,1.536532690621402786e+01
1.071589405041857113e+01,1.006246099284766338e+01
2.364252694180149916e+01,1.743246073077981606e+01
2.426238246768254214e+01,1.749451420701877780e+01
2.419839988801956565e+01,1.781329628063354775e+01
1.930077136570606910e+01,1.531663641387276797e+01
7.937466871966392112e+00,9.203295548179339036e+00
9.584252374904675520e+00,9.201231359326627057e+00
1.545310786155211602e+01,1.316136082093071380e+01
1.627030975986229322e+01,1.388902881497457109e+01
1.426647611618674993e+01,1.257408855575610218e+01
3.527331901305170714e+00,3.748072775229823517e+00
1.032385195432564196e+01,9.846331405688527383e+00
1.640774788391474459e+01,1.477258476988959579e+01
1.390407473457285192e+01,1.234656116031118245e+01
1.383702343523644274e+01,1.244485937438210499e+01
8.433414993531290094e+00,7.231290426774197755e+00
2.217148426826989649e+01,1.656423940982353216e+01
1.968182258311905386e+01,1.578560100674264888e+01
1.654140819346409330e+01,1.406428370198239897e+01
1.612052566256428676e+01,1.386960956453602023e+01
2.362249706787659775e+01,1.734006175819543216e+01
9.267123415218293303e+00,8.436976088923909600e+00
2.026958672258870386e+00,2.237876395580927102e+00
2.881438118115837810e+01,1.875660512241370981e+01
2.448846633953440133e+01,1.749846685008610692e+01
1.471360833489368147e+01,1.523650218901411790e+01
2.849741514844300738e+01,1.876038973088604678e+01
1.940035646657484492e+01,1.563754327997291327e+01
1.666495689691880600e+01,1.414837182992969389e+01
1.956590376189488723e+01,1.571055573203639533e+01
3.176908100965057713e+00,2.828136616277272974e+00
1.295557209656592335e+01,1.165513281731399076e+01
2.832985648677523116e+01,1.849522219123968014e+01
5.493794722392342678e+00,5.659128835726186857e+00
1.094602664270296444e+01,1.023138128485461174e+01
1.270778084464677171e+01,1.143530312249486691e+01
4.471248228271271330e+00,2.908134289147333185e+00
4.734536702466094482e+00,5.135314555853147667e+00
2.568013066637327313e+01,1.811338744370942422e+01
1.284415028769891265e+01,9.699514658696987368e+00
2.497568259342716246e+01,1.774586487969655124e+01
2.463947023942230885e+01,1.765674622695745910e+01
8.676824909205221203e+00,8.627701234877292791e+00
7.820942683621447955e+00,7.817779387276779346e+00
1.729135835435427992e+01,1.444476107727037473e+01
4.405556838968502475e+00,4.622559617120903575e+00
2.820944241292399823e+01,1.857593616801833036e+01
4.347300636295625687e-02,1.348393660577564546e-01
2.236195387388533007e+01,1.697776701226131735e+01
1.791876095833308469e+01,1.490705967716886526e+01
2.923105088458801504e+01,1.877941566436406973e+01
5.553297571731713234e+00,5.527538441086284671e+00
1.575871784881205961e+01,1.344752587806404698e+01
2.762948228779314519e+01,1.855200008921374888e+01
2.668771711633605292e+01,1.826290272432307660e+01
2.691660059533753468e+01,1.839394886518314820e+01
2.622942960245341126e+01,1.806606149667223349e+01
3.860800504978828762e+00,4.174368101361467076e+00
8.501763560889346039e+00,8.212433292281261288e+00
4.860289896839967483e+00,3.398790326342437051e+00
1.662731873513730108e+01,1.403603955326747332e+01
7.462524608427959727e+00,7.523357455949093442e+00
1.295852182081659620e+01,1.183793558075333685e+01
2.628936821617073960e+01,1.876493564443250506e+01
3.578908937261495726e+00,4.474942268570790027e+00
2.408033689001416633e+01,1.812666534143471608e+01
9.868659539558926497e+00,9.301556412321044576e+00
1.630873644613088658e+01,1.374304441500308904e+01
2.369576542151827780e+01,2.032533148896654751e+01
1.749776381533230118e-01,5.502719992434135232e-01
1.143715805187455103e+01,1.064858395620822407e+01
9.923294807227788894e+00,9.527042632821181911e+00
9.988021966810756158e-01,1.554005039029231039e+00
1.918559423959499100e+01,1.544015433173282048e+01
2.270398070737408602e+01,1.687547476326070850e+01
2.144874891154500318e+01,1.640868957905763992e+01
1.684123564860308164e+01,1.399264413840695198e+01
9.001151614593837280e+00,7.873164346721782003e+00
1.031199950736095339e+01,9.737412774026312334e+00
6.125685729023472526e+00,6.336938152421120130e+00
2.521576289259681403e+01,1.786137419719971220e+01
7.298751857741301308e+00,7.179033566489974483e+00
2.939991872888545288e+01,1.815240146044457603e+01
1.037762598147384274e+01,1.266483826059711504e+01
2.379090060617005520e+01,1.733835226476769265e+01
2.211927327784374064e+00,2.392328990552206047e+00
2.877973074632523520e+01,1.866790667941778281e+01
1.708894400400912872e+01,1.428168045854902246e+01
1.000047768489901756e+01,9.406491293552205590e+00
1.364189884640244443e+01,1.214881394023135641e+01
2.814890835644594347e+01,1.865828427630487241e+01
2.604300142901632142e+00,2.885100375523326655e+00
1.194318989685071841e+01,1.100512350943092343e+01
2.915941553532455188e+01,1.872054742460784382e+01
1.955320554697606639e+01,1.562740556541873360e+01
2.601921635950977674e+01,1.785596132397549241e+01
9.369619039448146225e+00,9.134584402135100589e+00
8.121453710152319871e+00,8.128039881449430126e+00
4.416244221260534175e+00,2.405474271932765085e+00
1.945029834308528649e+01,1.558073482833819412e+01
1.059450943435992620e+01,9.060978553679513325e+00
1.547898817304175445e+01,1.332213936212359329e+01
1.236229181067166039e+01,1.125311193246718311e+01
2.974847229143979987e+01,1.897644762226694937e+01
2.467248381220764841e+01,1.761585593629818547e+01
7.071424675962889594e-03,7.636127237513273824e-02
2.429079324034414000e+01,1.745055745525458946e+01
2.499913792958002290e+01,1.744969485456433489e+01
2.477668317855834701e+01,1.778090091913942672e+01
1.946905594143050422e+01,1.502930379520717352e+01
5.071236639141476488e+00,7.521152912825328940e+00
1.883271398926147810e+01,1.533941639727567896e+01
1.273940641071828495e+01,1.150902696202468967e+01
2.116992170069071122e+01,1.650497359394199393e+01
1.585130903694919091e+01,1.345987901584337187e+01
1.156397792336324670e+01,1.076043362369594725e+01
2.085665410332264003e+01,1.622096829771127346e+01
2.236797328211261160e+01,1.689540917212885418e+01
1.526769505963223317e+01,1.309342154123221746e+01
1.532501114135634834e+00,1.674330988790976527e+00
1.116201217116972089e+01,1.043215267383588873e+01
1.153758410224034670e+01,1.045669842619906476e+01
2.766031243765866776e+01,1.867882241040856783e+01
2.640762203291695442e+01,1.805729338938972361e+01
2.912630830432439666e+01,1.899674676278175411e+01
2.586835726497571031e+01,1.809345585059245565e+01
9.463414008966573476e+00,9.147435634116767744e+00
8.179447182852159770e+00,8.142601057585304503e+00
1.682280448343776769e+01,1.427223713965760865e+01
1.075020340416504006e+01,7.343514169110316736e+00
4.480674028343645254e+00,4.777822766929205933e+00
2.205540909184621512e+01,1.778320765106690615e+01
1.600343653612889483e+01,1.367357594213993721e+01
1.444613139437693405e+01,1.287937462566590341e+01
2.739219357243403508e+01,1.909549071926018371e+01
1.494827814296854029e+01,1.381748226393060364e+01
2.672845719834901601e+01,1.903915630598321229e+01
3.831198674983595787e+00,4.289799314874450431e+00
1.841311820282967204e+01,1.289756911603181422e+01
1.669072248294278893e+01,1.403721972785302441e+01
3.340737610932438262e+00,3.459575271931152773e+00
7.871595805441735649e+00,8.256635944679112882e+00
5.703077480327611859e+00,5.710178190298760725e+00
2.028900566699180175e+01,1.594850461844813516e+01
1.432116785394016212e+01,1.267300368760185947e+01
2.116986479260577170e+01,1.632032315883444440e+01
2.636295822783333520e+01,1.829419624133044309e+01
4.076547770078453592e-01,5.679713592324724392e-01
8.505360481546775375e+00,8.243942154590280680e+00
2.862228988828913501e+01,1.878357345793976307e+01
1.216268743615842673e+01,1.114423145233253010e+01
2.525175732972995490e+01,1.797818790732346983e+01
2.398744999045200998e+01,1.746109022594679416e+01
1.748679020794298111e+01,1.669542394632608051e+01
2.260516526706094709e+01,1.449661606543840620e+01
1.319888898198930427e+01,1.181560084837471436e+01
2.932603511571904420e+01,1.892498286434847543e+01
1.350569877011872322e+01,1.220917615871512574e+01
2.763366183556483691e+01,1.873668791575864390e+01
2.820518705788678204e+01,1.872874118471240834e+01
2.940208076469447107e+01,1.875759809028734892e+01
5.680458371509446103e+00,5.776393189018607544e+00
1.128171909431489084e+01,9.635549395840303788e+00
4.090112154482204332e+00,4.462216959765950897e+00
7.391501163108012307e+00,7.436067339571135193e+00
2.675145216312346363e+01,1.833966483840159611e+01
1.875837340592375924e+01,1.514868143044706628e+01
1.169735541573706783e+01,1.080096575933634995e+01
2.430332389586727970e+01,1.746166318422689656e+01
1.331153289916011850e+01,8.609035042152314077e+00
2.649970875863822073e+01,1.829886704144649912e+01
1.037334184780553592e+01,9.912933530711914187e+00
1.360010775318414922e+01,1.379753813352368397e+01
1.210509460395720049e+00,-2.291573625502174139e+00
4.551063271108860775e+00,4.679114317864311090e+00
2.766526080212189598e+01,1.858452702546900426e+01
1.970960895219833375e+01,1.567224269179861729e+01
2.462876788992423727e+01,1.770376044302204832e+01
1.655869501956869527e+01,1.394148030168854113e+01
2.856083173578938528e+01,1.862958831776177249e+01
8.449523181400977023e+00,8.203407477003940684e+00
1.028405212462602591e+01,9.238008253152608873e+00
2.893804392254724078e+01,1.881505705095707270e+01
2.041209642751516284e+01,1.601672435504332981e+01
1.900665949493298612e+01,1.545667514684543065e+01
2.146232940212789231e+01,1.652526325150792275e+01
1.141011657296289172e+01,1.057414305007848299e+01
1.222207127734757037e+01,1.129439507753736471e+01
2.099158590973360816e+01,1.918007515501291493e+01
1.563054697805223547e+01,1.339199531788659847e+01
1.795422003200122063e+01,1.494687566051931249e+01
1.604964123422557876e+01,1.362747926599660175e+01
1.037846325287744520e+01,1.050848429939540907e+01
2.797293898747107654e+00,2.914423691906747660e+00
1.038657547587358287e+01,9.827226821255397482e+00
2.738611731313105579e+01,1.842285061270106894e+01
1.924368732785026381e+01,1.546514278287060407e+01
2.267806651355896363e+01,1.696635860723958089e+01
2.958692634039212876e+01,2.173126970368855737e+01
7.230341379033758287e+00,6.408810112345160626e+00
2.778176903230612638e+01,1.857613061756735462e+01
1.811610443062257758e+01,1.480445166277460700e+01
7.549288016507478716e+00,7.655529593741743355e+00
2.465850616608770096e+01,1.841854843385830875e+01
1.513311174195931841e+01,1.323622209372673630e+01
2.454256546984932008e+00,2.634314609617796066e+00
2.799356243440004377e+01,1.870059700823125937e+01
2.513941231429783940e+01,1.788666716476198815e+01
4.440147171100480072e+00,6.142518855428420466e+00
1.675846702808655309e+01,1.409467029224750512e+01
5.100975693793896593e-01,7.168054824305249983e-01
1.713375381447098533e+01,1.425626363538584052e+01
2.519316833361337871e+01,1.790878212494612853e+01
2.897596185718214912e+01,1.973702067953968609e+01
2.264827464846451122e+01,1.701108711047180932e+01
1.667488016749399904e+01,1.411430018528277763e+01
2.470170024139977727e+01,1.758464083554638790e+01
1.711262340487834166e+01,1.452370746592660744e+01
2.538835735882017985e+01,1.781100981159889329e+01
2.975693434488317379e+01,1.851681357087408131e+01
5.899284963266433479e+00,6.252463156001291544e+00
2.383668448129442652e+01,1.637185973441656017e+01
1.890408332207595876e+01,1.528687245193381727e+01
3.470868958003476834e+00,3.719033799784475125e+00
2.401684739641614286e+01,1.757074132712114789e+01
1.903748186869827208e+01,1.541589316959479561e+01
2.902453429601419188e+01,1.883556236821118546e+01
1.421677514167228873e+00,1.541707655011708367e+00
2.847240926825105234e+01,1.895470565949933572e+01
1.717197959633698900e+01,1.507591150353577802e+01
3.243605262205271345e+00,3.346897879412802812e+00
1.678297690919133700e+01,1.400208425597548079e+01
8.291629839811145430e+00,8.199449136468009769e+00
1.389371090640560524e+01,1.248905347570634916e+01
2.075473853936038182e+01,1.598597003544511708e+01
1.134560704518171903e+01,1.050267033931097593e+01
1.066264832351214409e+01,1.345665394179293273e+01
3.112022700945986653e+00,3.352880832835760661e+00
1.829489903745797008e+01,1.601079364352252554e+01
1.964061223706613646e+01,1.531091479090564889e+01
1.280734548478706714e+01,1.342942705626639288e+01
2.904777944316767702e+01,1.881617026143974414e+01
1.853384213699609262e+01,1.504008104555280312e+01
2.087858517552771964e+00,2.187090607944921938e+00
2.805326396336112538e+01,1.880012892409895997e+01
2.372968379280515627e-01,4.185020895286139520e-01
2.922520136570573257e+01,1.928893526744661102e+01
1.873811609172144443e+01,1.574480794930755323e+01
6.176498614330813375e+00,6.341145432844569108e+00
2.244933350169915443e+01,1.705428308774855495e+01
9.932030354280566797e+00,8.863286850671974193e+00
2.869223848629181362e+01,1.881654779941749922e+01
2.237833483689856351e+00,2.380302234196042921e+00
1.756945369705368876e+01,1.050471909317262842e+01
1.716808959074126051e+01,1.415533856705642002e+01
1.456572460366082744e+01,1.299771791781747865e+01
1.857435677825330345e+01,1.643391518705593057e+01
2.123534476075201027e+01,1.684641674520421262e+01
1.947574160416148104e+01,1.367716854837591001e+01
2.459717298498931015e+01,1.678398107704973086e+01
2.215633187132146276e+01,1.682040848168031388e+01
2.493282604092639243e-01,1.106896166972307638e+00
2.352830043149926098e+01,1.743082942382275391e+01
1.829509277100362397e+01,1.520545444340079833e+01
2.922654195541140254e+01,1.881365338252031449e+01
2.662956797749625792e+01,1.844403155167740493e+01
1.988002445302315380e+01,1.534715230988732770e+01
1.262385728218716352e+01,1.151265107306577029e+01
2.945912406898679947e+01,1.904142243827844538e+01
2.196313631341852357e+01,1.649815209481304024e+01
1.966197019318612904e+00,2.243980416558867930e+00
2.146518149774495754e+01,1.643022741746613846e+01
2.549778820177923322e+01,1.807928054941848117e+01
5.235673293801884398e+00,5.317759284573964074e+00
3.850948421532705002e+00,4.124834980371195670e+00
1.492577047423282899e+01,1.302504831046326217e+01
9.735626146725465446e+00,9.331589030837537990e+00
2.798183551657024282e+01,1.845933638615105821e+01
2.761195295953725903e+01,1.843899030109502135e+01
1.996539822776233208e+01,1.573429142304623163e+01
1.750255142315596046e+01,1.404143044691032749e+01
1.334001435240309563e+00,1.580492459554099893e+00
2.469722019371138799e+01,1.881816136769213443e+01
2.983632338123623029e+01,1.894030546939543314e+01
1.910221818188065512e+01,1.561598835811959596e+01
1.450144504708656612e+01,1.282584368568236144e+01
8.711579395887458332e+00,8.568764420718068209e+00
1.691572729540954256e+01,1.491353490993444275e+01
9.281598865069105031e+00,7.658891989619842633e+00
5.410260213428937703e+00,5.619262578539220954e+00
2.276933935149154564e+01,1.699789862312994870e+01
7.080764666659828066e+00,6.933685820534140731e+00
1.622371660613871214e+01,1.375505540884306299e+01
9.623634223929869336e+00,7.720442925375842869e+00
1.857284760631774390e+01,1.698942797284151496e+01
6.915032180451241572e+00,7.035137923112777969e+00
1.132758881695570885e+01,8.852406203592078526e+00
2.170396932403217072e+00,2.462078089417995663e+00
1.464312663156525218e+01,1.203030141759177063e+01
2.515822537117740865e+01,1.791534235524601471e+01
2.507520776736024004e+01,1.789019150761799537e+01
6.366733536807736904e+00,6.440794341510695631e+00
2.774542206623917551e+01,1.853144891343976752e+01
2.605028154716679012e+01,1.808276390813772849e+01
2.244286349874486675e+01,1.685860782014038861e+01
2.316825548498247755e+01,1.717914182462047989e+01
1.684838481227139084e+01,1.415189463134295522e+01
3.414723821468069964e+00,3.641047983770477892e+00
1.744477848147877452e+01,1.464298782454428149e+01
2.582569482559665630e+01,1.796949983697675890e+01
2.354113965795743013e+01,1.994767005502325929e+01
8.800461127540938122e+00,8.657610984411148181e+00
1.065725559796301702e+01,8.984177621275565073e+00
4.037493036874412411e+00,4.297098478996580262e+00
1.377752475767611706e+01,1.222615476158163084e+01
1.181807259674440935e+01,1.086399132615447627e+01
2.358649794394607468e+01,1.736166850748881174e+01
1.721795233255309654e+01,1.412827062957509661e+01
2.891348120974715741e+01,1.883117088594844191e+01
1.260412209485830104e+01,1.171694112138319355e+01
1.217059105886069759e+01,1.114908324449340427e+01
1.932041376417474154e+01,1.560920956421666261e+01
2.097678450816399476e+01,1.636628809626927250e+01
2.685333795086527786e+01,1.849541557601193276e+01
7.216578066326074570e+00,7.291938039881816103e+00
2.130991859880201389e+01,1.789392121028389226e+01
2.601489240205357945e+01,1.798308935155643340e+01
1.437590304429122412e+01,1.045627950313036258e+01
4.601469454242539392e+00,4.221512596843110643e+00
1.821173973780168964e+01,1.379524865383638144e+01
5.688935330588163808e+00,5.784985920326469966e+00
2.723465635042788691e+01,1.842763145004620640e+01
7.682139052197180185e+00,7.938567042557778564e+00
2.922726372163656450e+01,1.895459504697367592e+01
1.059411990049071228e+01,1.007570064406234422e+01
9.455283969481536488e+00,8.919262482922736268e+00
1.566094410585774632e+01,1.341035544811270874e+01
1.674018101651367374e+01,1.361688411482340477e+01
2.044544179127737671e+00,2.035021432875286251e+00
5.648833063602261895e+00,5.867736298329909950e+00
1.459159180440162196e+01,1.255673499663417303e+01
1.276737226440071815e+01,1.070166133166460831e+01
1.311778582693083095e+01,1.202705930800956580e+01
6.845145237038767760e+00,6.735716469081181046e+00
4.771774716586026699e+00,4.928067437121520733e+00
1.019708132689624014e+00,1.208848965141297027e+00
1.702504387819004705e+01,1.427386144127170731e+01
2.192998039404324828e+01,1.649063219566910377e+01
2.496508540372137475e+01,1.777388454827587339e+01
2.778697022279486006e+01,1.863461881887499416e+01
2.089875317377172337e+01,1.624714727305310547e+01
2.239309622273658462e+01,1.690271974237430541e+01
2.326374790395488645e+01,1.811652025577008374e+01
2.060888282023145379e+01,1.598612466565690937e+01
2.160439035250766793e+01,1.635230941172319774e+01
1.021180082871830663e+01,9.759552980734987671e+00
1.681027853410737904e+01,1.401875518051944347e+01
2.480861188065228617e+01,1.885706829994180467e+01
2.003050961661626062e+01,1.579196982702817564e+01
2.960329598525863304e+01,1.900250825356207329e+01
1.110965114058309133e+01,1.057714650077058138e+01
1.585757562005764143e+01,1.209697819105358363e+01
9.008497588617446539e+00,7.410183917217493921e+00
9.965167038457867221e+00,9.461348242243733608e+00
5.016665169601223440e+00,5.373327492779110592e+00
1.352573736765585011e+01,1.214002915886482903e+01
4.822718414077139748e+00,5.066640064874373905e+00
1.885489250627239599e+01,1.548100304424301932e+01
2.088385675751050030e+01,1.644366021418940349e+01
2.676727294480691910e+01,1.830925338432361471e+01
8.503013905640871783e+00,8.360767367531014571e+00
6.130089538962995022e+00,6.187313641149772003e+00
2.767505158654155473e+00,3.667145475664766341e+00
1.169908774544501373e+00,1.269755191681762430e+00
1.626725875852113035e+00,2.091874685054877059e+00
1.165531080871837766e+01,1.086347790392025559e+01
8.187461045136379401e-01,1.982906045332641032e+00
1.662445678222168510e+01,1.405387385671445344e+01
1.593707143343569932e+01,1.459225799281260727e+01
1.785732466874051028e+01,1.584895337470457655e+01
2.017756840214953939e+01,1.578258343713304157e+01
1.942843088567477494e+01,1.553151053111955981e+01
1.050654336227920993e+01,1.084585645971681167e+01
6.406714762502565108e+00,8.222395370077714816e+00
2.083502388249222292e+01,1.737173107086651669e+01
2.315547490026792943e+01,1.772496838151052145e+01
1.209342218898743049e+01,1.065062335815542838e+01
6.491213302078058245e-01,4.397308764313759277e-01
1.818561542535161024e+01,1.508217731970619546e+01
2.783432616639826307e+01,1.869002548660555973e+01
1.250517420570336391e+01,1.123530849980993906e+01
1.571397335713208276e+00,-5.866446942574936596e-01
2.967333130795570639e+01,2.094017303329352941e+01
1.818434192437738517e+01,1.486956784601592041e+01
2.904989872358376601e+01,1.879591994064384863e+01
1.120571446362427181e+01,1.042311326530996141e+01
2.155086941442467108e+01,1.646436330390477565e+01
2.140106008975302387e+01,1.742514525911857959e+01
2.787117681517901602e+01,1.560646589539866724e+01
1.702710891883546651e+01,1.424662861975065020e+01
1.198968821176053190e+01,1.096082053647423393e+01
1.312236789036290752e+01,1.183217162532375966e+01
1.870587233203400146e+01,1.504956058326733981e+01
2.325506477971580210e+01,1.726728084948315356e+01
6.074265883112840214e+00,6.145192524809418799e+00
7.137355144478219060e-01,9.833966838656179599e-01
6.620825107260365883e+00,7.620623461281528677e+00
2.292003306465382195e+00,2.617925923141500633e+00
1.245479462247414837e+01,1.143802091015760958e+01
2.269088273113082721e+01,1.982263670784294263e+01
1.274978912890822258e+01,1.242132040248338498e+01
1.577837605639353935e+00,2.074104780539284931e+00
2.498499097027508853e+01,1.793697206930804100e+01
6.690316978506785084e+00,6.737609419573558966e+00
2.850481626261024815e+01,1.852499017603062370e+01
2.346381393838695573e+01,1.728393468326412119e+01
3.157442209154013302e+00,3.390438834724495365e+00
1.602176150680145739e+00,1.836854882245548382e+00
2.072240439383537236e+01,1.610886397704842565e+01
2.452057332303334558e+00,2.639924893163381192e+00
1.049868810871777924e+01,9.952906329794473095e+00
2.243162652484494046e+01,1.692975582578575100e+01
1.956371441362937347e+01,1.455309853144453669e+01
7.777079097898203841e+00,8.838695907008174757e+00
7.416516951432133631e+00,7.375088735205645563e+00
1.107459317191178272e+01,1.026371915867284201e+01
1.893612233260426692e+01,1.680138132071675017e+01
2.706292970893769478e+01,1.913667343865119719e+01
2.658576323153204513e+01,1.847705177399777554e+01
4.967803938414019349e+00,5.108447659097376636e+00
5.653508757950984176e+00,3.853954052016449250e+00
1.947600548292360845e-01,4.198579674468886913e-01
1.778477842131810860e+01,1.469992760549844668e+01
6.559080166308768334e+00,6.693308125002808140e+00
2.898294490267696943e+01,1.890395271023830404e+01
2.355800021917814746e+01,1.722498039425696348e+01
1.892246906464291456e+01,1.511834157213745300e+01
2.747822254600478331e+01,1.849190338559122182e+01
2.685029182606465170e+00,3.018054386463032923e+00
2.856141709746310298e+01,1.823041922539234960e+01
1.260295407451574512e+01,1.128928372639078681e+01
1.487477325950434803e+00,1.744445637810127847e+00
2.345308359770181283e+01,1.727778126443303108e+01
2.305907211218958253e+01,1.697340274163670770e+01
1.585362164928090856e+01,1.364772863972002170e+01
7.299277198979112313e+00,7.401997515543345507e+00
2.484746180889869649e+01,1.763730565153528929e+01
5.414072400438953991e+00,3.219024817861629195e+00
2.726078570166641057e+01,2.176668297075411829e+01
1.763486336808460786e+00,1.047678360346308679e+00
4.582751538892329890e+00,4.766213575623429399e+00
3.077741822153645668e-01,4.305282096548669335e-01
2.993880312334965410e+01,1.895698034796097531e+01
1.278035382860472069e+01,1.155469149416091135e+01
5.535919333293355393e+00,4.936517974401690267e+00
2.420587315204830858e+01,1.767863221918734240e+01
1.414599127876574869e+01,1.257540818230597068e+01
1.873923551549250277e+00,3.428871260640501184e+00
1.723078027073342566e+00,1.772258170898239893e+00
1.345490667128553319e+01,1.188816614944392391e+01
